,AE,HSN,Hassyan,Hassyan,DU,1-3-----,AA,1901,,2454N 05454E,
,AE,HAT,Hatta,Hatta,DU,--3-----,RL,1707,,2447N 05607E,
,AE,HTL,Hulaylah Terminal,Hulaylah Terminal,,1-------,RQ,901,,2559N 05556E,
,AE,IND,Indooroodilly,Indooroodilly,,--3-----,RQ,201,,,
,AE,JEA,Jebel Ali,Jebel Ali,,1-------,QQ,8103,,,
,AE,QWE,Jebel Ali Free Zone,Jebel Ali Free Zone,DU,1-3-----,RL,1401,,2500N 05503E,
,AE,JED,Jebel Dhanna,Jebel Dhanna,,1-------,QQ,8103,,,
,AE,JYH,Jumayrah,Jumayrah,,--3-----,RL,201,,2510N 05513E,
,AE,KLB,Kalba,Kalba,,1-3-----,RL,601,,2504N 05621E,
,AE,KHA,Khalidia,Khalidia,,--3-----,RQ,201,,,
,AE,KLF,Khor al Fakkan,Khor al Fakkan,,1-------,RL,212,,2520N 05621E,
,AE,MAS,Masfut,Masfut,,0-------,RQ,9307,,,
,AE,MKH,Mina Khalid,Mina Khalid,SH,1-3-----,RL,401,,2521N 05522E,
,AE,KHL,Mina Khalifa/Abu Dhabi,Mina Khalifa/Abu Dhabi,,1-------,RL,1207,,2450N 05440E,
,AE,MRP,Mina Rashid Port,Mina Rashid Port,AZ,1-------,RL,1407,,2516N 05517E,
,AE,MSA,Mina Saqr,Mina Saqr,RK,1-------,RQ,1307,,,
,AE,MZD,Mina Zayed/Abu Dhabi,Mina Zayed/Abu Dhabi,AZ,1-------,RL,401,,2431N 05422E,
,AE,NHD,Minhad,Minhad,,---4----,AI,9506,,,
,AE,RFA,Mirfa,Mirfa,AZ,1----6--,RQ,907,,2528N 05329E,
,AE,MUB,Mubarek Terminal,Mubarek Terminal,,1-------,QQ,8103,,,
,AE,MBS,Mubarras Island,Mubarras Island,,1-------,RQ,9506,,,
,AE,FMZ,Musafa,Musafa,,0-------,RQ,9307,,,
,AE,AMF,Mussafah,Mussafah,AZ,1-------,RL,901,,2423N 05429E,
,AE,OFJ,Offshore Fujairah,Offshore Fujairah,,------7-,RQ,907,,2515N 05640E,
,AE,PRA,Port Rashid,Port Rashid,,1-------,RQ,9506,,,
,AE,RKP,Rak Khor Port,Rak Khor Port,RK,1-------,RL,1307,,2549N 05557E,
,AE,RMC,Rak Maritime City,Rak Maritime City,RK,1-------,RL,1307,,2557N 05603E,
,AE,RKT,Ras al Khaimah,Ras al Khaimah,,1--4----,AI,212,,2547N 05557E,
,AE,RAK,Ras Al Khor,Ras Al Khor,DU,-----6--,RQ,1007,,2517N 05534E,
,AE,DUY,Ras Zubbaya (Ras Dubayyah),Ras Zubbaya (Ras Dubayyah),,0-------,RQ,9012,,,
,AE,REI,Reem Island,Reem Island,AZ,--3-----,RL,1701,,2429N 05424E,
=,AE,,Ruwais = Ar Ruways,Ruwais = Ar Ruways,,,,,,,
,AE,RWP,Ruwais Port,Ruwais Port,AZ,1-------,RL,1407,,2406N 05243E,
,AE,SID,Sadiyat Island,Sadiyat Island,,1-------,RQ,901,,2432N 05424E,
,AE,SHJ,Sharjah,Sharjah,SH,1-34----,AI,1307,,2521N 05523E,
,AE,SIL,Sila,Sila,AZ,--3-----,RL,1407,,2404N 05145E,
,AE,SRT,Steven Rock Terminal,Steven Rock Terminal,RK,-----6--,RL,1407,,2558N 05603E,
,AE,SWE,Swaihan,Swaihan,AZ,--3-----,RL,1701,,2427N 05520E,
,AE,DUJ,The Palm Jumeirah,The Palm Jumeirah,DU,1-------,RQ,901,,,
,AE,ULR,Umm Al Nar,Umm Al Nar,,1-------,RQ,201,,2426N 05430E,
,AE,QIW,Umm al Qaiwain,Umm al Qaiwain,,1--4----,AI,212,,2534N 05533E,
,AE,VHT,Vopak Horizion Terminal,Vopak Horizion Terminal,RK,-----6--,RL,1407,,2537N 05616E,
,AE,YAS,Yas Island,Yas Island,AZ,1-------,RL,1207,,2419N 05236E,
,AE,ZUR,Zirku Island,Zirku Island,AZ,1-------,RL,212,,2453N 05304E,
,AF,,.AFGHANISTAN,,,,,,,,
,AF,ASH,Ali Shirzayi,Ali Shirzayi,URU,--3-----,RQ,1307,,3252N 06603E,
,AF,BAG,Bagram,Bagram,PAR,--3-----,RL,307,,3457N 06915E,
,AF,BIN,Bamian,Bamian,,--34----,AI,907,,,
,AF,BEP,Bazar-E-Panjwai,Bazar-E-Panjwai,KAN,--3-----,RQ,1001,,3133N 06527E,
,AF,BST,Bost,Bost,,---4----,AI,9912,,,
,AF,CBN,Camp Bastion,Camp Bastion,HEL,--34----,RQ,1307,OAZ,3151N 06413E,
,AF,CDW,Camp Dwyer,Camp Dwyer,HEL,--3-----,RQ,907,,3107N 06411E,
,AF,CLN,Camp Leatherneck,Camp Leatherneck,HEL,--3-----,RL,1307,,3153N 06411E,
,AF,CSO,Camp Salerno,Camp Salerno,KHO,--3-----,RL,901,,3324N 07004E,
,AF,CWO,Camp Wolverine,Camp Wolverine,ZAB,--3-----,RQ,907,,3204N 06712E,
,AF,CCN,Chaghcharan,Chaghcharan,,---4----,AI,1307,,3431N 06515E,
,AF,DAZ,Darwaz,Darwaz,,---4----,AI,9601,,,
,AF,DHD,Dehdadi,Dehdadi,BAL,1----6--,RL,1201,,3639N 06659E,
,AF,ISQ,Eslam Qal'eh,Eslam Qal'eh,,--3-----,RL,601,,3440N 06104E,
,AF,FBD,Faizabad,Faizabad,,---4----,AI,9601,,,
,AF,FAH,Farah,Farah,,---4----,AI,9912,,,
,AF,FRO,FOB Frontenac,FOB Frontenac,KAN,--3-----,RQ,907,,3137N 06539E,
,AF,RMD,FOB Ramrod,FOB Ramrod,KAN,--3-----,RQ,907,,3145N 06507E,
,AF,SHK,FOB Shank,FOB Shank,LOG,--3-----,RQ,1307,,3400N 06917E,
,AF,GRG,Gardez,Gardez,,---4----,AI,9912,,,
,AF,GAR,Gardiz,Gardiz,PIA,--3-----,RL,901,,3335N 06913E,
,AF,GZI,Ghazni,Ghazni,,---4----,AI,9912,,,
,AF,HRT,Hairatan,Hairatan,,0-------,RQ,9705,,,
,AF,HEA,Herat,Herat,,---4----,AI,9601,,,
,AF,JAA,Jalalabad,Jalalabad,,---4----,AI,9912,,,
,AF,KBL,Kabul,Kabul,,--345---,AI,9601,,,
,AF,KMU,Kamu,Kamu,KNR,--3-----,RQ,1001,,3524N 07125E,
,AF,KDH,Kandahar,Kandahar,,--34----,AI,9601,,,
,AF,KHT,Khost,Khost,,---4----,AI,9912,,,
,AF,KHO,Khowst,Khowst,KNR,--3-----,RL,907,,3512N 07050E,
,AF,KWT,Khowst,Khowst,PIA,--3-----,RL,907,,3320N 06955E,
,AF,KWH,Khwahan,Khwahan,,---4----,AI,9912,,,
,AF,UND,Kunduz,Kunduz,,---4----,AI,9601,,,
,AF,KUR,Kuran-O-Munjan,Kuran-O-Munjan,,---4----,AI,9912,,,
,AF,LAG,Lashkar Gah,Lashkar Gah,HEL,--3-----,RL,901,,3135N 06421E,
,AF,MMZ,Maimana,Maimana,,---4----,AI,9601,,,
,AF,MWD,Maiwand,Maiwand,KAN,--3-----,RL,901,,3144N 06508E,
,AF,MAS,Mashad,Mashad,,0-------,RQ,8910,,,
,AF,MZR,Mazar-i-Sharif,Mazar-i-Sharif,,---4----,AI,212,,3642N 06706E,
,AF,MEH,Mehtar Lam,Mehtar Lam,LAG,--3-----,RL,1101,,3440N 07012E,
,AF,MEY,Meydan,Meydan,BAL,--3-----,RL,1307,,3654N 06655E,
,AF,IMZ,Nimroz,Nimroz,,---4----,AI,9912,,,
,AF,ORG,Orgun-E Kalan,Orgun-E Kalan,PKA,--3-----,RL,1307,,3254N 06913E,
,AF,PSD,Pasaband,Pasaband,GHO,--3-----,RL,1207,,3341N 06451E,
,AF,PEC,Pol-e Charkhi,Pol-e Charkhi,KAB,--3-----,RL,1701,,3432N 06920E,
,AF,LQN,Qala Nau,Qala Nau,,---4----,AI,9601,,,
,AF,QLT,Qalat,Qalat,,1-3-----,RL,601,,3206N 06653E,
,AF,QYN,Qal'Eh-Ye Now,Qal'Eh-Ye Now,BDG,--3-----,RQ,1001,,3459N 06307E,
,AF,QAM,Qasim,Qasim,,-----6--,RQ,1007,,3502N 07132E,
,AF,SBF,Sardeh Band,Sardeh Band,,---4----,AI,9912,,,
,AF,SRO,Sharona,Sharona,PKA,-----6--,RL,901,,3313N 06883E,
,AF,SGA,Sheghnan,Sheghnan,,---4----,AI,9601,,,
,AF,SHE,Sherhan-Bandar,Sherhan-Bandar,,--3-----,RL,901,,3712N 06905E,
,AF,SDD,Shindand,Shindand,HER,--3-----,RQ,907,,3318N 06208E,
,AF,SBK,Spin Boldak,Spin Boldak,KAN,--3-----,RL,1307,,3100N 06624E,
,AF,TQN,Taluqan,Taluqan,,---4----,AI,9912,,,
,AF,TKO,Tarin Kowt,Tarin Kowt,URU,--3-----,RL,1307,,3237N 06552E,
,AF,TII,Tirinkot,Tirinkot,,---4----,AI,9601,,,
,AF,TGH,Torghundi,Torghundi,,0-------,RQ,9705,,,
,AF,RKH,Torkham,Torkham,NAN,1-------,RL,901,,3453N 07155E,
,AF,TOW,Towraghondi,Towraghondi,HER,--3-----,RL,1307,,3515N 06217E,
,AF,URN,Urgoon,Urgoon,,---4----,AI,9912,,,
,AF,URZ,Uruzgan,Uruzgan,,---4----,AI,9601,,,
,AF,ZAJ,Zaranj,Zaranj,,---4----,AI,9912,,,
,AF,ZHA,Zhari Dasht,Zhari Dasht,KAN,--3-----,RQ,1001,,3138N 06531E,
,AG,,.ANTIGUA AND BARBUDA,,,,,,,,
,AG,ANU,Antigua,Antigua,,1---5---,AI,9601,,,
,AG,BBQ,Barbuda,Barbuda,,1-------,AI,9601,,,
,AG,FAM,Falmouth,Falmouth,,1----6--,RL,1107,,1701N 06147W,
,AG,PHM,Parham,Parham,,1----6--,RL,1107,,1705N 06145W,
,AG,SJO,Saint John's,Saint John's,,1-------,AI,1101,,1707N 06151W,
,AI,,.ANGUILLA,,,,,,,,
,AI,AXA,Anguilla,Anguilla,,---45---,AI,9601,,,
,AI,BLP,Blowing Point,Blowing Point,,1-------,QQ,8110,,,
,AI,CRH,Crocus Hill,Crocus Hill,,--3-----,RL,607,,1813N 06304W,
,AI,MBB,Meads Bay Beach,Meads Bay Beach,,1-------,RL,1601,,1810N 06308W,
,AI,RBY,Road Bay,Road Bay,,--3-----,RL,1,,,
,AI,SOM,Sombrero,Sombrero,,1-------,RQ,901,,1836N 06328W,
,AI,FOR,The Forest,The Forest,,1-------,QQ,8110,,,
,AI,ROA,The Road,The Road,,1-------,QQ,8110,,,
,AI,VAL,The Valley,The Valley,,--3-----,RL,201,,1813N 06303W,
,AI,WLL,Wall Blake,Wall Blake,,1--4----,RL,201,,,
,AL,,.ALBANIA,,,,,,,,
,AL,ARG,Argyrokastro,Argyrokastro,,--3-----,RQ,1001,,4007N 02013E,
,AL,BRT,Berat,Berat,BR,--3--6--,RL,701,,4043N 01957E,
,AL,BQE,Bulqizë,Bulqize,9,--3-----,RL,1801,,4129N 02013E,
,AL,BUT,Butrint,Butrint,SR,1-------,RQ,901,,3945N 02001E,
,AL,DRZ,Durrës,Durres,,1-------,RL,103,,,
,AL,NPP,Elbasan,Elbasan,EL,-23-----,RL,1101,,4106N 02004E,
,AL,FIE,Fier,Fier,,-23-----,RL,701,,4044N 01934E,
,AL,FUS,Fushe Arrez,Fushe Arrez,SH,-----6--,RL,901,,4203N 02001E,
,AL,GOK,Gjirokastër,Gjirokaster,GJ,--3--6--,RL,701,,4005N 02009E,
,AL,HMR,Himare,Himare,SR,1-------,RQ,901,,4008N 01943E,
,AL,KRC,Korçë,Korce,KO,--3-----,RL,501,,4037N 02046E,
,AL,KKU,Kukës,Kukes,KU,--3--6--,RL,1707,,4205N 02025E,
,AL,LZE,Lezhe,Lezhe,LE,--3-----,RL,1601,,4147N 01938E,
,AL,LUS,Lushnjë,Lushnje,LU,--3-----,RL,1301,,4056N 01942E,
,AL,MBR,Mbreshtan,Mbreshtan,1,--3-----,RL,1701,,4042N 01952E,
,AL,MIL,Milot,Milot,8,--3-----,RL,1801,,4140N 01943E,
,AL,ROM,Romano Port,Romano Port,2,1-3-----,RL,1901,,4122N 01925E,
,AL,SAR,Sarandë,Sarande,SR,1-------,RL,212,,3953N 02000E,
,AL,SHG,Shëngjin,Shengjin,LE,1-------,RL,212,,4148N 01934E,
,AL,SHK,Shkoder,Shkoder,,--3-----,RL,901,,4204N 01931E,
,AL,SHZ,Shkozet,Shkozet,KA,-----6--,RL,1201,,4162N 01934E,
,AL,TEN,Tenes,Tenes,,0-------,RQ,8910,,,
,AL,TIA,Tirana,Tirana,,---45---,AI,9601,,,
,AL,VOA,Vlorë,Vlore,VL,1-------,RL,1501,,4028N 01929E,
,AL,VOR,Vore,Vore,TR,--3-----,RL,1501,,4123N 01939E,
,AM,,.ARMENIA,,,,,,,,
,AM,ABO,Abovyan,Abovyan,,-2------,RL,207,,4016N 04447E,
,AM,AHU,Akhuryan,Akhuryan,,-2------,QQ,8012,,,
,AM,A3A,Aparan,Aparan,AG,--3-----,RL,1601,,4035N 04421E,
,AM,ARG,Aragatsotn,Aragatsotn,,-----6--,RL,1107,,4015N 04410E,
,AM,ARA,Ararat,Ararat,,-2------,RL,207,,3950N 04441E,
,AM,ARV,Armavir,Armavir,,-----6--,RL,1107,,4009N 04401E,
,AM,ASH,Ashtarak,Ashtarak,ER,--3-----,RL,1101,,4018N 04421E,
,AM,BRD,Berd,Berd,,-----6--,RL,1107,,4052N 04523E,
,AM,BYU,Byureghavan,Byureghavan,KT,--3-----,RL,1101,,4018N 04435E,
,AM,DIL,Dilijan,Dilijan,,-----6--,RL,1201,,4044N 04452E,
,AM,EZN,Ecmiadzin,Ecmiadzin,,--3-----,RL,207,,4009N 04417E,
,AM,GRS,Goris,Goris,,-----6--,RL,1107,,3930N 04620E,
,AM,LWN,Gyumri,Gyumri,,---4----,AI,212,,4048N 04350E,
,AM,JER,Jermuk,Jermuk,VD,1----6--,RL,1007,,,
,AM,KJN,Kajaran,Kajaran,,-23-----,RL,1307,,3909N 04609E,
,AM,KPN,Kapan,Kapan,SU,--3-----,RL,1501,,3912N 04624E,
,AM,ARM,Masis,Masis,AR,-23--6--,RL,901,,4001N 04429E,
,AM,MMA,Mets Masrik,Mets Masrik,GR,--3-----,RL,1807,,4013N 04546E,
,AM,MTR,Metsamor,Metsamor,ER,-----6--,RL,1901,,4004N 04417E,
,AM,RN4,Rind,Rind,VD,--3-----,RL,1501,,3945N 04510E,
,AM,SPI,Spitak,Spitak,LO,--3-----,RL,1101,,4050N 04416E,
,AM,VZR,Vanadzor,Vanadzor,,--3-----,RL,207,,4048N 04428E,
,AM,VED,Vedi,Vedi,AR,--3-----,RL,1601,,3954N 04443E,
,AM,EVN,Yerevan,Yerevan,ER,-2345---,AI,907,,4011N 04431E,
,AO,,.ANGOLA,,,,,,,,
,AO,AZZ,Ambriz,Ambriz,,1--4----,AI,9601,,,
,AO,ANL,Andulo,Andulo,,---4----,AI,9912,,,
,AO,ARO,Armada Olombendo FPSO,Armada Olombendo FPSO,ZAI,------7-,RL,1801,,0604S 01121E,
,AO,BAB,Baba,Baba,,1-------,RQ,901,,1450S 01214E,
,AO,BDT,Baía dos Tigres,Baia dos Tigres,,1-------,RL,212,,1636S 01144E,
,AO,BDD,Barra do Dande,Barra do Dande,,1-------,RL,103,,,
,AO,BEL,Belas,Belas,LUA,--3-----,RL,1707,,0855S 01310E,
,AO,BUG,Benguela,Benguela,,1--4----,AI,9601,,,
,AO,CAB,Cabinda,Cabinda,,1--4----,AI,9601,,,
,AO,CFF,Cafunfo,Cafunfo,,---4----,AI,9912,,,
,AO,CNZ,Cangamba,Cangamba,,---4----,AI,9912,,,
,AO,KNP,Capanda,Capanda,,---4----,AI,9912,,,
,AO,CPO,Capulo,Capulo,,1-------,RQ,901,,0759S 01310E,
,AO,CBT,Catumbela,Catumbela,,---4----,AI,9912,,,
,AO,CAV,Cazombo,Cazombo,,---4----,AI,9601,,,
,AO,PGI,Chitato,Chitato,,---4----,AI,9912,,,
,AO,CLV,CLOV FPSO,CLOV FPSO,,------7-,RL,1407,,0727S 01134E,
,AO,CUI,Cuio,Cuio,,1-------,RQ,901,,1259S 01259E,
,AO,CTI,Cuito Cuanavale,Cuito Cuanavale,,---4----,AI,9912,,,
,AO,DAL,Dalia,Dalia,,1-------,RQ,307,,0741S 01147E,
,AO,DRC,Dirico,Dirico,,---4----,AI,9912,,,
,AO,DGR,Dombe Grande,Dombe Grande,,1-------,RL,103,,,
,AO,DUE,Dundo,Dundo,,---4----,AI,9912,,,
,AO,ETN,Essungo Terminal,Essungo Terminal,,1-------,RQ,901,,0620S 01210E,
,AO,FBY,Farta Bay,Farta Bay,,1-------,RQ,901,,1237S 01312E,
,AO,FLT,Futila Terminal,Futila Terminal,,1-------,RQ,901,,0527S 01211E,
,AO,GIM,Gimboa,Gimboa,,1-------,RL,1107,,0732S 01210E,
,AO,GIR,Girassol Terminal,Girassol Terminal,,1-------,RL,901,,0738S 01141E,
,AO,GPO,Greater Plutonio,Greater Plutonio,,1-------,RL,1601,,0750S 01207E,
,AO,NOV,Huambo,Huambo,,---4----,AI,9912,,,
,AO,JMB,Jamba,Jamba,,---4----,AI,9601,,,
,AO,KTI,Kiame Terminal,Kiame Terminal,,1-------,RQ,901,,,
,AO,SVP,Kuito,Kuito,,---4----,AI,9912,,,
,AO,KOT,Kuito Terminal,Kuito Terminal,,1-------,RQ,901,,0526S 01129E,
,AO,LAA,Landana (Cacongo),Landana (Cacongo),,1-------,RL,103,,,
,AO,LIE,Lieura,Lieura,,1-------,QQ,8103,,,
,AO,LOB,Lobito,Lobito,,1---5---,RL,103,,,
,AO,LBT,Lombo Terminal,Lombo Terminal,,1-------,RQ,901,,0659S 01221E,
,AO,LAD,Luanda,Luanda,,1--45---,AI,9601,,,
,AO,UAL,Luau,Luau,,---4----,AI,9912,,,
,AO,SDD,Lubango,Lubango,,---4----,AI,9912,,,
,AO,LUC,Lucira,Lucira,,1-3-----,RL,103,,,
,AO,LUO,Luena,Luena,,---4----,AI,9912,,,
,AO,LBZ,Lukapa,Lukapa,,---4----,AI,9912,,,
,AO,GGC,Lumbala,Lumbala,,---4----,AI,9912,,,
,AO,LZM,Luzamba,Luzamba,,---4----,AI,9912,,,
,AO,MEG,Malange,Malange,,---4----,AI,9601,,,
,AO,MLO,Malembo,Malembo,,--3-----,RL,9811,,,
,AO,MAL,Malongo,Malongo,,0-------,RQ,9012,,,
,AO,MDZ,Maquela Do Zombo,Maquela Do Zombo,UIG,--3-----,RL,1601,,0604S 01506E,
,AO,MTL,Matala,Matala,HUI,--3-----,RL,1601,,1444S 01502E,
,AO,SSY,M'banza Congo,M'banza Congo,,---4----,AI,9912,,,
,AO,SPP,Menongue,Menongue,,---4----,AI,9912,,,
,AO,MOS,Mocamedes,Mocamedes,,--3-----,RQ,901,,1510S 01209E,
,AO,MSZ,Namibe,Namibe,,1--4----,AI,9506,,,
,AO,NDF,N'dalatando,N'dalatando,CNO,---4----,AI,212,,0918S 01455E,
,AO,GXG,Negage,Negage,,---4----,AI,9912,,,
,AO,NQI,Nóqui,Noqui,,123-----,RL,901,,0551S 01326E,
=,AO,,Novo Redondo = Sumbe,Novo Redondo = Sumbe,,,,,,,
,AO,NRQ,N'Riquinha,N'Riquinha,,---4----,AI,9912,,,
,AO,NZA,Nzagi,Nzagi,,---4----,AI,9912,,,
,AO,ARZ,N'Zeto,N'Zeto,,---4----,AI,9912,,,
,AO,NTO,N'Zeto (Ambrizete),N'Zeto (Ambrizete),,1-------,RQ,901,,0716S 01251E,
,AO,NGV,Ondjiva,Ondjiva,CNN,---4----,AI,212,,1704S 01544E,
,AO,VPE,Ongiva,Ongiva,,---4----,AI,9912,,,
,AO,PAT,Palanca Terminal,Palanca Terminal,,1-------,RQ,9506,,,
,AO,PAZ,Pazflor FPSO,Pazflor FPSO,,------7-,RL,1107,,0821S 01206E,
,AO,PLE,Porto Alexandre (Tombua),Porto Alexandre (Tombua),,1-3-----,RL,103,,,
,AO,PBN,Porto Amboim,Porto Amboim,,1-------,AI,9601,,,
,AO,PSA,Porto Saco (Portosalazar),Porto Saco (Portosalazar),,1-------,RQ,901,,1508S 01208E,
,AO,RSN,River Sao Nicolau,River Sao Nicolau,,1-------,RQ,901,,1415S 01220E,
=,AO,,San Antonio do Zaire = Soyo,San Antonio do Zaire = Soyo,,,,,,,
,AO,STC,Santa Clara,Santa Clara,UIG,--3--6--,RL,1107,,0722S 01444E,
,AO,VHC,Saurimo,Saurimo,,---4----,AI,9912,,,
,AO,SBT,Saxi Batuque FPSO,Saxi Batuque FPSO,,------7-,RL,1201,,0619S 01113E,
,AO,STL,Sazaire Terminal,Sazaire Terminal,,1-------,RQ,901,,0605S 01223E,
,AO,SZA,Soyo,Soyo,,1--4----,AI,9912,,,
,AO,SOQ,Soyo-Quinfuquena Terminal,Soyo-Quinfuquena Terminal,,1-------,RQ,9506,,,
,AO,NDD,Sumbe,Sumbe,,1-34----,AI,9506,,,
,AO,TAK,Takula Terminal,Takula Terminal,,1-------,RQ,9506,,,
,AO,UGO,Uíge,Uige,,---4----,AI,212,,0737S 01503E,
,AO,VNA,Viana,Viana,LUA,--3-----,RL,1607,,0854S 01322E,
,AO,CEO,Waku Kungo,Waku Kungo,,---4----,AI,212,,1121S 01507E,
,AO,XGN,Xangongo,Xangongo,,---4----,AI,9912,,,
,AQ,,.ANTARCTICA,,,,,,,,
,AQ,ABA,Aboa,Aboa,,1-------,RL,507,,7303S 01325W,
,AQ,AMS,Amundsen-Scott,Amundsen-Scott,,--3-----,RL,507,,8959S 13916E,
,AQ,ARC,Arctowski,Arctowski,,1-------,RL,507,,6209S 05828W,
,AQ,ART,Artigas,Artigas,,1-------,RL,507,,6211S 05854W,
,AQ,APT,Arturo Prat,Arturo Prat,,1-------,RL,507,,6230S 05941W,
,AQ,BEL,Belgrano II,Belgrano II,,--3-----,RL,507,,7752S 03437W,
,AQ,BHN,Bellingshausen,Bellingshausen,,1-------,RL,507,,6211S 05857W,
,AQ,CAS,Casey Station,Casey Station,,1-------,RL,907,,6617S 11031E,
,AQ,CFZ,Comandante Ferraz,Comandante Ferraz,,1-------,RL,507,,6205S 05823W,
,AQ,CON,Concordia,Concordia,,--3-----,RL,507,,7506S 12323E,
,AQ,DAV,Davis Station,Davis Station,,1-------,RL,907,,6834S 07758E,
,AQ,DMF,Dome Fuji,Dome Fuji,,--3-----,RL,507,,7719S 03942E,
,AQ,DRZ,Druzhnaya 4,Druzhnaya 4,,--3-----,RL,507,,6944S 07342E,
,AQ,DDU,Dumont d'Urville Station,Dumont d'Urville Station,,1-------,RL,907,,6639S 14000E,
,AQ,ESC,Escudero,Escudero,,1-------,RL,507,,6212S 05857W,
,AQ,ESP,Esperanza,Esperanza,,1-------,RL,507,,6323S 05659W,
,AQ,GDC,Gabriel de Castilla,Gabriel de Castilla,,--3-----,RL,507,,6259S 06041W,
,AQ,OHG,General Bernardo O'higgins,General Bernardo O'higgins,,1-------,RL,507,,6319S 05754W,
,AQ,GWL,Great Wall,Great Wall,,1-------,RL,507,,6213S 05858W,
,AQ,HLY,Halley,Halley,,1-------,RL,507,,7534S 02632W,
,AQ,JBS,Jang Bogo Station,Jang Bogo Station,,1-------,RL,1601,,7436S 16412E,
,AQ,JCP,Juan Carlos Primero,Juan Carlos Primero,,1-------,RL,507,,6239S 06023W,
,AQ,JUB,Jubany,Jubany,,1-------,RL,507,,6214S 05839W,
,AQ,KSG,King Sejong,King Sejong,,1-------,RL,507,,6213S 05847W,
,AQ,KHN,Kohnen,Kohnen,,1-------,RL,507,,7500S 00004E,
,AQ,LAW,Law Base,Law Base,,1-------,RL,507,,6923S 07623E,
,AQ,MTR,Maitri,Maitri,,--3-----,RL,507,,7045S 01144E,
,AQ,MRB,Marambio,Marambio,,1-------,RL,507,,6414S 05639W,
,AQ,MZU,Mario Zucchelli,Mario Zucchelli,,1-------,RL,507,,7441S 16407E,ex Terra Nova Bay Station
,AQ,MAW,Mawson Station,Mawson Station,,1-------,RL,907,,6736S 06252E,
